0,1698
1,4277
2,5948
3,4169
4,1088
5,543
6,2909
7,3808
8,3032
9,1680
10,1285
11,4054
12,2020
13,4508
14,2063
15,3476
16,2592
17,4661
18,3841
19,2092
20,5848
21,4107
22,1101
23,3539
24,4344
25,4387
26,3931
27,4806
28,4312
29,2777
30,3067
31,3154
32,3391
33,4085
34,2611
35,195
36,3842
37,3425
38,2077
39,442
40,3031
41,424
42,1837
43,331
44,1015
45,2967
46,1448
47,136
48,3491
49,869
50,4422
51,5723
52,2030
53,4449
54,1676
55,3675
56,2504
57,4322
58,5831
59,1685
60,3469
61,1835
62,4682
63,6036
64,1741
65,4448
66,678
67,5955
68,1284
69,4139
70,5142
71,4048
72,1264
73,4482
74,4523
75,524
76,839
77,3651
78,549
79,2059
80,5614
81,4238
82,560
83,3272
84,4287
85,4377
86,1147
87,3821
88,1274
89,1980
90,5643
91,4946
92,1671
93,4213
94,4250
95,3626
96,4026
97,2793
98,4227
99,3592
100,3072
101,5812
102,4543
103,173
104,1317
105,699
106,352
107,5878
108,2121
109,889
110,2026
111,731
112,3884
113,1635
114,1733
115,53
116,533
117,3158
118,5755
119,5265
120,3997
121,1764
122,3001
123,148
124,4497
125,3018
126,4447
127,4416
128,4647
129,2124
130,62
131,2259
132,5954
133,5220
134,3864
135,5100
136,1884
137,3705
138,5747
139,660
140,850
141,4354
142,802
143,1137
144,5333
145,3163
146,5111
147,1897
148,2237
149,5717
150,1714
151,4050
152,3681
153,2016
154,5432
155,5890
156,1449
157,1899
158,4411
159,4021
160,949
161,1120
162,1647
163,1242
164,2820
165,4098
166,235
167,3518
168,1926
169,5394
170,1645
171,2899
172,639
173,5744
174,5851
175,4579
176,1501
177,482
178,123
179,3669
180,5675
181,2484
182,5696
183,4049
184,1298
185,1941
186,710
187,4115
188,2764
189,3292
190,4788
191,3902
192,1759
193,1150
194,3965
195,1875
196,5511
197,5046
198,2041
199,3755
200,5468
201,752
202,3519
203,3093
204,3654
205,1019
206,1425
207,3224
208,2015
209,2907
210,187
211,1021
212,5667
213,3834
214,2304
215,2116
216,1306
217,2868
218,5605
219,2271
220,2629
221,3151
222,5996
223,721
224,4009
225,4279
226,4086
227,2986
228,3483
229,3308
230,2544
231,5317
232,4578
233,4981
234,3588
235,5780
236,129
237,3704
238,4572
239,75
240,1857
241,1797
242,2181
