0,0.48
1,0.52
2,0.48
3,0.44
4,0.47
5,0.41
6,0.43
7,0.4
8,0.53
9,0.42
10,0.4
11,0.41
12,0.43
13,0.5
14,0.46
15,0.49
16,0.51
17,0.42
18,0.41
19,0.53
20,0.49
21,0.51
22,0.45
23,0.43
24,0.5
25,0.44
26,0.51
27,0.46
28,0.47
29,0.42
30,0.38
31,0.43
32,0.43
33,0.48
34,0.51
35,0.46
36,0.42
37,0.46
38,0.49
39,0.44
40,0.52
41,0.45
42,0.48
43,0.44
44,0.46
45,0.46
46,0.45
47,0.5
48,0.41
49,0.51
50,0.5
51,0.52
52,0.45
53,0.43
54,0.46
55,0.37
56,0.5
57,0.51
58,0.42
59,0.43
60,0.44
61,0.42
62,0.55
63,0.48
64,0.45
65,0.41
66,0.44
67,0.48
68,0.43
69,0.55
70,0.55
71,0.5
72,0.41
73,0.47
74,0.48
75,0.44
76,0.55
77,0.44
78,0.5
79,0.46
80,0.41
81,0.5
82,0.45
83,0.45
84,0.47
85,0.42
86,0.5
87,0.52
88,0.44
89,0.51
90,0.38
91,0.41
92,0.48
93,0.44
94,0.43
95,0.48
96,0.53
97,0.45
98,0.48
99,0.41
100,0.45
101,0.49
102,0.39
103,0.46
104,0.48
105,0.47
106,0.45
107,0.43
108,0.42
109,0.46
110,0.4
111,0.36
112,0.53
113,0.46
114,0.45
115,0.45
116,0.46
117,0.43
118,0.46
119,0.47
120,0.4
121,0.48
122,0.42
123,0.5
124,0.51
125,0.41
126,0.5
127,0.47
128,0.4
129,0.46
130,0.48
131,0.44
132,0.47
133,0.48
134,0.44
135,0.44
136,0.5
137,0.47
138,0.48
139,0.47
140,0.49
141,0.46
142,0.49
143,0.39
144,0.47
145,0.5
146,0.43
147,0.55
148,0.5
149,0.46
150,0.51
151,0.5
152,0.44
153,0.47
154,0.45
155,0.45
156,0.52
157,0.48
158,0.46
159,0.43
160,0.43
161,0.47
162,0.45
163,0.49
164,0.46
165,0.51
166,0.51
167,0.37
168,0.51
169,0.38
170,0.46
171,0.49
172,0.5
173,0.51
174,0.48
175,0.44
176,0.41
177,0.45
178,0.51
179,0.46
180,0.44
181,0.43
182,0.44
183,0.53
184,0.48
185,0.47
186,0.43
187,0.45
188,0.51
189,0.51
190,0.49
191,0.44
192,0.5
193,0.48
194,0.43
195,0.49
196,0.46
197,0.44
198,0.44
199,0.45
200,0.45
201,0.42
202,0.44
203,0.44
204,0.49
205,0.49
206,0.4
207,0.47
208,0.47
209,0.45
210,0.44
211,0.39
212,0.52
213,0.42
214,0.46
215,0.53
216,0.53
217,0.48
218,0.46
219,0.46
220,0.47
221,0.51
222,0.52
223,0.52
224,0.44
225,0.48
226,0.46
227,0.51
228,0.41
229,0.48
230,0.48
231,0.5
232,0.43
233,0.48
234,0.4
235,0.46
236,0.41
237,0.44
238,0.41
239,0.53
240,0.55
241,0.44
242,0.46
243,0.45
244,0.46
245,0.47
246,0.5
247,0.43
248,0.51
249,0.51
250,0.53
251,0.48
252,0.43
253,0.46
254,0.49
255,0.46
256,0.36
257,0.48
258,0.48
259,0.46
260,0.48
261,0.54
262,0.43
263,0.46
264,0.46
265,0.38
266,0.47
267,0.49
268,0.46
269,0.49
270,0.42
271,0.49
272,0.46
273,0.45
274,0.49
275,0.43
276,0.45
277,0.39
278,0.52
279,0.42
280,0.46
281,0.42
282,0.46
283,0.49
284,0.46
285,0.54
286,0.46
287,0.48
288,0.47
289,0.43
290,0.47
291,0.52
292,0.48
293,0.54
294,0.47
295,0.48
296,0.47
297,0.45
298,0.41
299,0.49
300,0.46
301,0.46
302,0.41
303,0.43
304,0.41
305,0.45
306,0.37
307,0.44
308,0.4
309,0.48
310,0.5
311,0.4
312,0.49
313,0.44
314,0.47
315,0.41
316,0.37
317,0.43
318,0.5
319,0.47
320,0.45
321,0.45
322,0.43
323,0.48
324,0.48
325,0.49
326,0.5
327,0.44
328,0.48
329,0.47
330,0.5
331,0.54
332,0.54
333,0.48
334,0.44
335,0.44
336,0.46
337,0.49
338,0.45
339,0.38
340,0.45
341,0.53
342,0.41
343,0.51
344,0.44
345,0.41
346,0.42
347,0.44
348,0.48
349,0.53
350,0.48
351,0.47
352,0.45
353,0.48
354,0.46
355,0.43
356,0.4
357,0.54
358,0.41
359,0.52
360,0.49
361,0.4
362,0.46
363,0.47
364,0.5
365,0.45
366,0.41
367,0.48
368,0.41
369,0.48
370,0.46
371,0.42
372,0.46
373,0.46
374,0.46
375,0.48
376,0.48
377,0.43
378,0.48
379,0.45
380,0.47
381,0.47
382,0.52
383,0.47
384,0.45
385,0.51
386,0.49
387,0.46
388,0.48
389,0.38
390,0.42
391,0.48
392,0.5
393,0.49
394,0.43
395,0.44
396,0.42
397,0.48
398,0.47
399,0.45
400,0.45
401,0.41
402,0.52
403,0.39
404,0.5
405,0.42
406,0.4
407,0.44
408,0.4
409,0.47
410,0.43
411,0.5
412,0.45
413,0.48
414,0.41
415,0.43
416,0.48
417,0.44
418,0.43
419,0.46
420,0.47
421,0.52
422,0.49
423,0.38
424,0.45
425,0.47
426,0.49
427,0.45
428,0.37
429,0.44
430,0.45
431,0.5
432,0.39
433,0.53
434,0.42
435,0.52
436,0.44
437,0.43
438,0.5
439,0.47
440,0.39
441,0.49
442,0.43
443,0.44
444,0.4
445,0.46
446,0.51
447,0.51
448,0.47
449,0.44
450,0.46
451,0.46
452,0.5
453,0.48
454,0.46
455,0.5
456,0.45
457,0.49
458,0.43
459,0.49
460,0.48
461,0.39
462,0.44
463,0.39
464,0.49
465,0.46
466,0.43
467,0.56
468,0.53
469,0.43
470,0.46
471,0.45
472,0.39
473,0.46
474,0.44
475,0.43
476,0.5
477,0.44
478,0.47
479,0.46
480,0.5
481,0.5
482,0.41
483,0.47
484,0.42
485,0.43
486,0.47
487,0.49
488,0.42
489,0.42
490,0.47
491,0.5
492,0.56
493,0.48
494,0.42
495,0.5
496,0.4
497,0.46
498,0.42
499,0.48
500,0.44
501,0.47
502,0.48
503,0.43
504,0.47
505,0.44
506,0.42
507,0.45
508,0.55
509,0.44
510,0.49
511,0.51
512,0.49
513,0.48
514,0.48
515,0.47
516,0.45
517,0.46
518,0.39
519,0.52
520,0.52
521,0.48
522,0.52
523,0.49
524,0.45
525,0.51
526,0.44
527,0.51
528,0.44
529,0.51
530,0.49
531,0.46
532,0.55
533,0.43
534,0.42
535,0.54
536,0.44
537,0.46
538,0.43
539,0.48
540,0.51
541,0.48
542,0.42
543,0.47
544,0.41
545,0.5
546,0.42
547,0.42
548,0.41
549,0.43
550,0.51
551,0.47
552,0.46
553,0.38
554,0.41
555,0.48
556,0.49
557,0.55
558,0.5
559,0.46
560,0.49
561,0.44
562,0.46
563,0.4
564,0.43
565,0.45
566,0.48
567,0.46
568,0.43
569,0.45
570,0.5
571,0.47
572,0.47
573,0.39
574,0.46
575,0.4
576,0.4
577,0.46
578,0.54
579,0.4
580,0.42
581,0.46
582,0.52
583,0.47
584,0.48
585,0.45
586,0.52
587,0.42
588,0.4
589,0.46
590,0.48
591,0.49
592,0.51
593,0.5
594,0.46
595,0.46
596,0.44
597,0.48
598,0.49
599,0.45
600,0.42
601,0.5
602,0.53
603,0.47
604,0.48
605,0.45
606,0.49
607,0.4
608,0.5
609,0.44
610,0.43
611,0.43
612,0.45
613,0.45
614,0.42
615,0.53
616,0.35
617,0.47
618,0.45
619,0.46
620,0.44
621,0.44
622,0.49
623,0.49
