0,2648
1,2300
2,2711
3,3435
4,3088
5,2018
6,2080
7,3709
8,1125
9,2115
10,1997
11,1263
12,1201
13,2482
14,2890
15,1228
16,2944
17,1208
18,1233
19,1204
20,1272
21,2896
22,912
23,1278
24,1225
25,600
26,2968
27,1265
28,923
29,1294
30,1200
31,2571
32,499
33,1214
34,1127
35,3948
36,589
37,2161
38,1671
39,1196
40,1198
41,593
42,1358
43,1270
44,2762
45,2291
46,1784
47,1089
48,1240
49,858
50,296
51,2264
52,480
53,2128
54,3210
55,1380
56,3480
57,997
58,1625
59,3424
60,1036
61,1258
62,1715
63,16
64,1193
65,2313
66,2791
67,337
68,1097
69,3775
70,1197
71,2396
72,110
73,103
74,3671
75,1994
76,3638
77,2118
78,3135
79,1242
80,3675
81,2283
82,2010
83,3090
84,1913
85,1412
86,2140
87,3108
88,2733
89,32
90,2761
91,2302
92,2138
93,3358
94,3060
95,1292
96,1396
97,1297
98,590
99,3100
100,349
101,1304
102,368
103,969
104,919
105,1250
106,238
107,1291
108,288
109,3763
110,1047
111,353
112,1809
113,45
114,1603
115,1130
116,725
117,1012
118,431
119,2947
120,2790
121,908
122,1544
123,736
124,1917
125,1867
126,751
127,913
128,898
129,922
130,2243
131,58
132,96
133,2406
134,356
135,3165
136,780
137,39
138,595
139,1186
140,953
141,1185
142,2926
143,357
144,1898
145,3547
146,594
147,3814
148,1947
149,2857
150,1256
151,183
152,2366
153,525
154,3753
155,2804
156,3578
157,2501
158,1248
159,910
160,958
161,1210
162,318
163,260
164,184
165,1348
166,2289
167,2871
168,1206
169,3201
170,1219
171,1846
172,1945
173,3152
174,448
175,1950
176,1952
177,924
178,10
179,3768
180,1722
181,1356
182,733
183,377
184,2784
185,3728
186,2782
187,1704
188,561
189,3246
190,1954
191,2194
192,1213
193,960
194,3543
195,1282
196,1267
197,1674
198,1962
199,34
200,1527
201,3418
202,903
203,2087
204,457
205,3333
206,1084
207,529
208,477
209,2919
210,1642
211,3508
212,3681
213,3451
214,2922
215,1404
216,2202
217,2529
218,3197
219,384
220,1293
221,2533
222,596
223,1639
224,3537
225,1394
226,1393
227,2405
228,2640
229,1343
230,2146
231,902
232,3448
233,2312
234,2757
235,2268
236,508
237,914
238,389
239,3068
240,1
241,1500
242,2737
243,1663
244,3114
245,2353
246,93
247,2376
248,1834
249,904
250,3072
251,2020
252,1247
253,2918
254,3047
255,1222
256,3256
257,1370
258,2663
259,474
260,3726
261,2403
262,1025
263,1608
264,3421
265,1029
266,3031
267,2085
268,1032
269,541
270,2174
271,1266
272,2294
273,292
274,1729
275,608
276,2186
277,800
278,2758
279,1785
280,3740
281,394
282,3854
283,2064
284,3520
285,3776
286,597
287,2424
288,380
289,2394
290,2006
291,539
292,1807
293,1221
294,454
295,1961
296,3360
297,3644
298,1955
299,2001
300,3733
301,2168
302,2916
303,2993
304,1584
305,2185
306,1731
307,316
308,335
309,2078
310,3462
311,1129
312,3122
313,3527
314,599
315,2028
316,899
317,3395
318,1376
319,515
320,3083
321,3874
322,3317
323,1295
324,2949
325,1079
326,3949
327,2446
328,1028
329,538
330,3702
331,1841
332,707
333,2178
334,2728
335,2411
336,3689
337,1371
338,329
339,2409
340,1086
341,1321
342,1876
343,1427
344,1690
345,423
346,2011
347,1333
348,2120
349,1620
350,3507
351,2699
352,1762
353,1049
354,1732
355,83
356,3476
357,1923
358,2321
359,2081
360,3526
361,2
362,2367
363,1290
364,592
365,2985
366,364
367,1387
368,1284
369,2132
370,344
371,9
372,586
373,231
374,1405
375,3830
376,3911
377,2858
378,2997
379,2959
380,3897
381,2692
382,1978
383,2090
384,1033
385,3468
386,3405
387,3670
388,1307
389,463
390,1982
391,3499
392,1336
393,3361
394,3071
395,2617
396,2987
397,808
398,3081
399,1391
400,1302
401,2908
402,3160
403,3386
404,3006
405,2329
406,1651
407,1672
408,1259
409,778
410,3052
411,3019
412,1288
413,866
414,1682
415,1748
416,2391
417,1747
418,293
419,241
420,1144
421,3408
422,2706
423,1509
424,1641
425,555
426,1617
427,1179
428,1493
429,2657
430,1136
431,2022
432,47
433,6
434,1662
435,1907
436,181
437,2785
438,3504
439,2398
440,3095
441,990
442,2058
443,1610
444,3363
445,3175
446,1562
447,2324
448,3251
449,3396
450,685
451,3879
452,2664
453,2662
454,1253
455,1091
456,2470
457,2421
458,1887
459,2797
460,2133
461,3049
462,3467
463,3703
464,1019
465,1231
466,1268
467,1060
468,1053
469,2160
470,162
471,217
472,841
473,1207
474,2948
475,1094
476,2989
477,3525
478,1092
479,503
480,2137
481,3586
482,1073
483,2912
484,2583
485,1635
486,1601
487,2841
488,247
489,2211
490,3269
491,3461
492,50
493,3691
494,224
495,3845
496,2747
497,920
498,294
499,2248
500,2580
501,3402
502,3685
503,189
504,1953
505,2301
506,543
507,1285
508,141
509,2145
510,2257
511,2245
512,3178
513,1614
514,489
515,1077
516,1963
517,1244
518,1078
519,178
520,1021
521,885
522,1349
523,610
524,1261
525,1347
526,3853
527,1300
528,1466
529,92
530,278
531,1199
532,1148
533,3591
534,3716
535,1372
536,1599
537,104
538,2988
539,1230
540,3035
541,1269
542,638
543,933
544,926
545,663
546,180
547,1573
548,1760
549,2716
550,1580
551,392
552,2021
553,367
554,2359
555,375
556,905
557,3359
558,2015
559,1377
560,2467
561,3449
562,2273
563,2628
